 game_id | period_id | event_id |   time   |    team_player     |       team_event        |                 team_text                  | team_score | opponent_score | socre  |  opponent_player   |     opponent_event      |            opponent_text             | game_id | period_id | event_id |   time   |    team_player    |       team_event        |                 team_text                 | team_score | opponent_score | socre  |  opponent_player  |      opponent_event       |              opponent_text              
 3511953 |         0 |      244 | 00:00:00 | IMPELLIZERI,MICKI  | Defensive Rebound       | IMPELLIZERI,MICKI Defensive Rebound        |         32 |             28 | 32-28  |                    |                         |                                      | 3511953 |         0 |      245 | 00:01:00 | IMPELLIZERI,MICKI | Turnover                | IMPELLIZERI,MICKI Turnover                |         32 |             28 | 32-28  |                   |                           | 
 3512161 |         1 |      519 | 00:36:00 |                    |                         |                                            |         53 |             66 | 53-66  | THOMAS,JESSICA     | Defensive Rebound       | THOMAS,JESSICA Defensive Rebound     | 3512161 |         1 |      520 | 04:29:00 | SOMERFIELD,LEAH   | Commits Foul            | SOMERFIELD,LEAH Commits Foul              |         53 |             66 | 53-66  |                   |                           | 
 3512346 |         1 |      450 | 00:03:00 |                    |                         |                                            |         27 |             72 | 27-72  | TE'O,ALLYSON       | made Layup              | TE'O,ALLYSON made Layup              | 3512346 |         1 |      451 | 05:23:00 | EARLS,TALAYA      | Turnover                | EARLS,TALAYA Turnover                     |         27 |             72 | 27-72  |                   |                           | 
 3512346 |         1 |      453 | 05:20:00 | GRIFFIN,KELSEY     | Commits Foul            | GRIFFIN,KELSEY Commits Foul                |         27 |             72 | 27-72  |                    |                         |                                      | 3512346 |         1 |      454 | 06:12:00 |                   |                         |                                           |         27 |             73 | 27-73  | HOLLY,MORGAN      | made Free Throw           | HOLLY,MORGAN made Free Throw
 3512909 |         1 |      387 | 12:01:00 |                    |                         |                                            |         47 |             50 | 47-50  | TEAM               | Offensive Rebound       | TEAM Offensive Rebound               | 3512909 |         1 |      388 | 12:03:00 |                   |                         |                                           |         47 |             50 | 47-50  | TEAM              | 30 Second Timeout         | TEAM 30 Second Timeout
 3515285 |         1 |      223 | 00:00:00 |                    |                         |                                            |         21 |             23 | 21-23  | JANNING,MARISSA    | Leaves Game             | JANNING,MARISSA Leaves Game          | 3515285 |         1 |      224 | 19:38:00 | BOCLAIR,TANAEYA   | missed Layup            | BOCLAIR,TANAEYA missed Layup              |         21 |             23 | 21-23  |                   |                           | 
 3518399 |         1 |      387 | 03:27:00 |                    |                         |                                            |         48 |             55 | 48-55  | SIMPSON,ALIZA      | Commits Foul            | SIMPSON,ALIZA Commits Foul           | 3518399 |         1 |      388 | 03:33:00 | MUSGROVE,REBECCA  | made Free Throw         | MUSGROVE,REBECCA made Free Throw          |         49 |             55 | 49-55  |                   |                           | 
 3518399 |         1 |      405 | 02:41:00 |                    |                         |                                            |         51 |             55 | 51-55  | TEAM               | 30 Second Timeout       | TEAM 30 Second Timeout               | 3518399 |         1 |      406 | 02:43:00 | SHARPE,ELLISE     | missed Free Throw       | SHARPE,ELLISE missed Free Throw           |         51 |             55 | 51-55  |                   |                           | 
 3518473 |         1 |      483 | 00:01:00 | DEAN,MARIAH        | Defensive Rebound       | DEAN,MARIAH Defensive Rebound              |         61 |             79 | 61-79  |                    |                         |                                      | 3518473 |         1 |      484 | 00:05:00 | DEAN,MARIAH       | missed Free Throw       | DEAN,MARIAH missed Free Throw             |         61 |             79 | 61-79  |                   |                           | 
 3518649 |         1 |      395 | 10:23:00 |                    |                         |                                            |         51 |             55 | 51-55  | SBOROV,JASMINE     | Commits Foul            | SBOROV,JASMINE Commits Foul          | 3518649 |         1 |      396 | 10:26:00 | GAMBLE,AUNDREA    | made Free Throw         | GAMBLE,AUNDREA made Free Throw            |         52 |             55 | 52-55  |                   |                           | 
 3518649 |         1 |      418 | 08:44:00 | LAWSON,AMANDA      | Commits Foul            | LAWSON,AMANDA Commits Foul                 |         54 |             57 | 54-57  |                    |                         |                                      | 3518649 |         1 |      419 | 08:46:00 |                   |                         |                                           |         54 |             58 | 54-58  | SWAN,JAMEE        | made Free Throw           | SWAN,JAMEE made Free Throw
 3518649 |         1 |      486 | 04:01:00 |                    |                         |                                            |         64 |             72 | 64-72  | SWAN,JAMEE         | Commits Foul            | SWAN,JAMEE Commits Foul              | 3518649 |         1 |      487 | 04:05:00 | LAWSON,AMANDA     | missed Free Throw       | LAWSON,AMANDA missed Free Throw           |         64 |             72 | 64-72  |                   |                           | 
 3518912 |         0 |      238 | 00:56:00 |                    |                         |                                            |         21 |             41 | 21-41  | MISCENKO,MARTA     | Commits Foul            | MISCENKO,MARTA Commits Foul          | 3518912 |         0 |      239 | 01:00:00 | ANDERSON,RAVEN    | missed Free Throw       | ANDERSON,RAVEN missed Free Throw          |         21 |             41 | 21-41  |                   |                           | 
 3519197 |         1 |      502 | 00:05:00 | ELLIS,KELSEY       | Commits Foul            | ELLIS,KELSEY Commits Foul                  |         69 |             77 | 69-77  |                    |                         |                                      | 3519197 |         1 |      503 | 00:09:00 |                   |                         |                                           |         69 |             78 | 69-78  | DIXON,NIKKI       | made Free Throw           | DIXON,NIKKI made Free Throw
 3519944 |         1 |      517 | 00:03:00 |                    |                         |                                            |         68 |             66 | 68-66  | WINFREY,MERCEDES   | Turnover                | WINFREY,MERCEDES Turnover            | 3519944 |         1 |      518 | 00:04:00 | TEAM              | 30 Second Timeout       | TEAM 30 Second Timeout                    |         68 |             66 | 68-66  |                   |                           | 
 3520793 |         0 |      272 | 02:45:00 |                    |                         |                                            |         23 |             37 | 23-37  | VIELA,MAIKI        | Commits Foul            | VIELA,MAIKI Commits Foul             | 3520793 |         0 |      273 | 02:46:00 | WHITFILL,JULIE    | made Free Throw         | WHITFILL,JULIE made Free Throw            |         24 |             37 | 24-37  |                   |                           | 
 3524177 |         1 |      358 | 08:19:00 | BOESINGER,HANNAH   | Commits Foul            | BOESINGER,HANNAH Commits Foul              |         61 |             25 | 61-25  |                    |                         |                                      | 3524177 |         1 |      359 | 08:21:00 |                   |                         |                                           |         61 |             26 | 61-26  | FRANSON,MOLLY     | made Free Throw           | FRANSON,MOLLY made Free Throw
 3524179 |         1 |      299 | 00:00:00 |                    |                         |                                            |         28 |             33 | 28-33  | STEPHENSON,ZORA    | Leaves Game             | STEPHENSON,ZORA Leaves Game          | 3524179 |         1 |      300 | 19:54:00 |                   |                         |                                           |         28 |             33 | 28-33  | BROWN,LAUREN      | missed Layup              | BROWN,LAUREN missed Layup
 3524585 |         0 |       96 | 09:37:00 | KIRBY,LAUREN       | Commits Foul            | KIRBY,LAUREN Commits Foul                  |         13 |             14 | 13-14  |                    |                         |                                      | 3524585 |         0 |       97 | 09:42:00 |                   |                         |                                           |         13 |             14 | 13-14  | MCLIN,DESTANY     | Turnover                  | MCLIN,DESTANY Turnover
 3525065 |         1 |      406 | 07:03:00 |                    |                         |                                            |         49 |             41 | 49-41  | WILLIAMS,CORTNEY   | Defensive Rebound       | WILLIAMS,CORTNEY Defensive Rebound   | 3525065 |         1 |      407 | 07:05:00 |                   |                         |                                           |         49 |             41 | 49-41  | WILLIAMS,CORTNEY  | Turnover                  | WILLIAMS,CORTNEY Turnover
 3528346 |         1 |      456 | 00:27:00 | DELLAMUTH,MADISON  | Commits Foul            | DELLAMUTH,MADISON Commits Foul             |         63 |             64 | 63-64  |                    |                         |                                      | 3528346 |         1 |      457 | 00:28:00 |                   |                         |                                           |         63 |             65 | 63-65  | MEAD,SARA         | made Free Throw           | MEAD,SARA made Free Throw
 3537964 |         1 |      549 | 00:13:00 | ODUMU,RACHEL       | Defensive Rebound       | ODUMU,RACHEL Defensive Rebound             |         82 |             59 | 82-59  |                    |                         |                                      | 3537964 |         1 |      550 | 01:01:00 | BETHUNE,JAMIYAH   | missed Free Throw       | BETHUNE,JAMIYAH missed Free Throw         |         82 |             59 | 82-59  |                   |                           | 
 3538550 |         1 |      250 | 00:00:00 |                    |                         |                                            |         29 |             37 | 29-37  | PINHOLSTER,GRAYSON | Enters Game             | PINHOLSTER,GRAYSON Enters Game       | 3538550 |         1 |      251 | 20:00:00 | PARKER,OLIVIA     | Enters Game             | PARKER,OLIVIA Enters Game                 |         29 |             37 | 29-37  |                   |                           | 
 3538550 |         1 |      485 | 00:30:00 |                    |                         |                                            |         61 |             60 | 61-60  | WASHINGTON,KENTRA  | Commits Foul            | WASHINGTON,KENTRA Commits Foul       | 3538550 |         1 |      486 | 00:31:00 | BROWN,CANDACE     | made Free Throw         | BROWN,CANDACE made Free Throw             |         62 |             60 | 62-60  |                   |                           | 
 3543088 |         1 |      493 | 00:13:00 | ZANOGUERA,INMA     | made Free Throw         | ZANOGUERA,INMA made Free Throw             |         65 |             48 | 65-48  |                    |                         |                                      | 3543088 |         1 |      494 | 00:39:00 | HARRIS,BRENAE     | Commits Foul            | HARRIS,BRENAE Commits Foul                |         65 |             48 | 65-48  |                   |                           | 
 3543090 |         1 |      590 | 00:32:00 |                    |                         |                                            |         70 |             72 | 70-72  | CUNNINGHAM,OLIVIA  | made Free Throw         | CUNNINGHAM,OLIVIA made Free Throw    | 3543090 |         1 |      591 | 00:35:00 |                   |                         |                                           |         70 |             73 | 70-73  | CUNNINGHAM,OLIVIA | made Free Throw           | CUNNINGHAM,OLIVIA made Free Throw
 3543090 |         1 |      603 | 00:19:00 | HUGHES,KAYLAN      | Commits Foul            | HUGHES,KAYLAN Commits Foul                 |         70 |             73 | 70-73  |                    |                         |                                      | 3543090 |         1 |      604 | 00:20:00 |                   |                         |                                           |         70 |             73 | 70-73  | HOSEY,CHANYERE    | missed Free Throw         | HOSEY,CHANYERE missed Free Throw
 3543090 |         1 |      611 | 00:06:00 | TEAM               | 30 Second Timeout       | TEAM 30 Second Timeout                     |         72 |             73 | 72-73  |                    |                         |                                      | 3543090 |         1 |      612 | 00:07:00 | ROBINSON,BRIDGET  | Commits Foul            | ROBINSON,BRIDGET Commits Foul             |         72 |             73 | 72-73  |                   |                           | 
 3549605 |         0 |      121 | 08:19:00 |                    |                         |                                            |         17 |              6 | 17-6   | WILSON,TIFFANY     | Defensive Rebound       | WILSON,TIFFANY Defensive Rebound     | 3549605 |         0 |      122 | 08:41:00 | HARDY,ALECIA      | Commits Foul            | HARDY,ALECIA Commits Foul                 |         17 |              6 | 17-6   |                   |                           | 
 3555767 |         1 |      224 | 00:00:00 |                    |                         |                                            |         35 |             40 | 35-40  | WATSON,ASHLEY      | Leaves Game             | WATSON,ASHLEY Leaves Game            | 3555767 |         1 |      225 | 19:51:00 |                   |                         |                                           |         35 |             42 | 35-42  | WATSON,ASHLEY     | made Layup                | WATSON,ASHLEY made Layup
 3566604 |         1 |      476 | 00:46:00 | WOODARD,FAITH      | Offensive Rebound       | WOODARD,FAITH Offensive Rebound            |         53 |             82 | 53-82  |                    |                         |                                      | 3566604 |         1 |      477 | 00:47:00 |                   |                         |                                           |         53 |             82 | 53-82  | ROBINSON,LESLIE   | Commits Foul              | ROBINSON,LESLIE Commits Foul
 3566804 |         1 |      469 | 00:00:00 |                    |                         |                                            |         60 |             62 | 60-62  | HEARN,ARIEL        | Commits Foul            | HEARN,ARIEL Commits Foul             | 3566804 |         1 |      470 | 00:01:00 | TURNER,DA'JOURIE  | made Free Throw         | TURNER,DA'JOURIE made Free Throw          |         61 |             62 | 61-62  |                   |                           | 
 3566885 |         1 |      490 | 02:26:00 |                    |                         |                                            |         64 |             50 | 64-50  | MAJOR,CHATORI      | Commits Foul            | MAJOR,CHATORI Commits Foul           | 3566885 |         1 |      491 | 02:30:00 | STOKES,CHANEL     | made Free Throw         | STOKES,CHANEL made Free Throw             |         65 |             50 | 65-50  |                   |                           | 
 3567630 |         1 |      498 | 00:25:00 |                    |                         |                                            |         36 |             65 | 36-65  | GREENE,NIGIA       | made Three Point Jumper | GREENE,NIGIA made Three Point Jumper | 3567630 |         1 |      499 | 01:00:00 | SULTON,SHALEIGHYA | missed Two Point Jumper | SULTON,SHALEIGHYA missed Two Point Jumper |         36 |             65 | 36-65  |                   |                           | 
 3568069 |         1 |      494 | 01:02:00 | LUCAS,GENESIS      | Commits Foul            | LUCAS,GENESIS Commits Foul                 |         40 |             81 | 40-81  |                    |                         |                                      | 3568069 |         1 |      495 | 01:03:00 |                   |                         |                                           |         40 |             81 | 40-81  | MULDROW,TEANA     | missed Free Throw         | MULDROW,TEANA missed Free Throw
 3568588 |         1 |      313 | 11:56:00 |                    |                         |                                            |         47 |             56 | 47-56  | JUNKERMIER,DELANY  | Commits Foul            | JUNKERMIER,DELANY Commits Foul       | 3568588 |         1 |      314 | 11:57:00 | TEAM              | Media Timeout           | TEAM Media Timeout                        |         47 |             56 | 47-56  |                   |                           | 
 3574893 |         1 |      361 | 08:21:00 | BLAGG,DANIELLE     | Assist                  | BLAGG,DANIELLE Assist                      |         62 |             39 | 62-39  |                    |                         |                                      | 3574893 |         1 |      362 | 08:25:00 |                   |                         |                                           |         62 |             41 | 62-41  | JAMES,SHANITY     | made Layup                | JAMES,SHANITY made Layup
 3578004 |         1 |      438 | 00:13:00 | LEWIS,AALIYAH      | Steal                   | LEWIS,AALIYAH Steal                        |         55 |             52 | 55-52  |                    |                         |                                      | 3578004 |         1 |      439 | 00:14:00 |                   |                         |                                           |         55 |             52 | 55-52  | WILLIAMS,COURTNEY | Commits Foul              | WILLIAMS,COURTNEY Commits Foul
 3590324 |         2 |      518 | 00:00:00 |                    |                         |                                            |         76 |             78 | 76-78  | CAMPBELL,SHARANE   | Turnover                | CAMPBELL,SHARANE Turnover            | 3590324 |         2 |      519 | 00:02:00 | TEAM              | 30 Second Timeout       | TEAM 30 Second Timeout                    |         76 |             78 | 76-78  |                   |                           | 
 3594090 |         0 |      183 | 03:11:00 |                    |                         |                                            |         24 |             42 | 24-42  | STEPNEY,LINDA      | Assist                  | STEPNEY,LINDA Assist                 | 3594090 |         0 |      184 | 03:12:00 |                   |                         |                                           |         24 |             43 | 24-43  | FIELDS,AVEREE     | made Free Throw           | FIELDS,AVEREE made Free Throw
 3595164 |         1 |      336 | 10:34:00 |                    |                         |                                            |         31 |             47 | 31-47  | SCHURR,MALLOREE    | Commits Foul            | SCHURR,MALLOREE Commits Foul         | 3595164 |         1 |      337 | 10:37:00 | HARPER,SHELLY     | made Free Throw         | HARPER,SHELLY made Free Throw             |         32 |             47 | 32-47  |                   |                           | 
 3595164 |         1 |      381 | 07:42:00 | TEAM               | Media Timeout           | TEAM Media Timeout                         |         37 |             51 | 37-51  |                    |                         |                                      | 3595164 |         1 |      382 | 07:43:00 | HARPER,SHELLY     | missed Free Throw       | HARPER,SHELLY missed Free Throw           |         37 |             51 | 37-51  |                   |                           | 
 3595164 |         1 |      440 | 02:53:00 | TEAM               | 30 Second Timeout       | TEAM 30 Second Timeout                     |         45 |             58 | 45-58  |                    |                         |                                      | 3595164 |         1 |      441 | 02:54:00 |                   |                         |                                           |         45 |             58 | 45-58  | TEAM              | Turnover                  | TEAM Turnover
 3597744 |         1 |      454 | 00:51:00 | JACKSON,ATOE'      | made Layup              | JACKSON,ATOE' made Layup                   |         46 |             50 | 46-50  |                    |                         |                                      | 3597744 |         1 |      455 | 00:53:00 | TEAM              | 30 Second Timeout       | TEAM 30 Second Timeout                    |         46 |             50 | 46-50  |                   |                           | 
 3603426 |         1 |      499 | 00:39:00 |                    |                         |                                            |         67 |             73 | 67-73  | TEAM               | Deadball Rebound        | TEAM Deadball Rebound                | 3603426 |         1 |      500 | 00:40:00 |                   |                         |                                           |         67 |             73 | 67-73  | LOGIC,SAMANTHA    | missed Free Throw         | LOGIC,SAMANTHA missed Free Throw
 3603426 |         1 |      503 | 00:25:00 |                    |                         |                                            |         67 |             73 | 67-73  | JENNINGS,WHITNEY   | Steal                   | JENNINGS,WHITNEY Steal               | 3603426 |         1 |      504 | 00:27:00 | JOHNSON,SEANNA    | Commits Foul            | JOHNSON,SEANNA Commits Foul               |         67 |             73 | 67-73  |                   |                           | 
 3603426 |         1 |      508 | 00:13:00 |                    |                         |                                            |         67 |             75 | 67-75  | LOGIC,SAMANTHA     | Steal                   | LOGIC,SAMANTHA Steal                 | 3603426 |         1 |      509 | 00:15:00 | JOHNSON,SEANNA    | Commits Foul            | JOHNSON,SEANNA Commits Foul               |         67 |             75 | 67-75  |                   |                           | 
 3604633 |         0 |      171 | 03:58:00 | HARRIS,KONNER      | Steal                   | HARRIS,KONNER Steal                        |         26 |             28 | 26-28  |                    |                         |                                      | 3604633 |         0 |      172 | 03:59:00 | HARRIS,KONNER     | Turnover                | HARRIS,KONNER Turnover                    |         26 |             28 | 26-28  |                   |                           | 
 3613204 |         2 |      525 | 00:02:00 |                    |                         |                                            |         55 |             57 | 55-57  | TEAM               | 30 Second Timeout       | TEAM 30 Second Timeout               | 3613204 |         2 |      526 | 00:03:00 |                   |                         |                                           |         55 |             57 | 55-57  | TEAM              | 30 Second Timeout         | TEAM 30 Second Timeout
 3614004 |         1 |      216 | 00:00:00 |                    |                         |                                            |         27 |             31 | 27-31  | MORRISSETTE,ASHLEY | Enters Game             | MORRISSETTE,ASHLEY Enters Game       | 3614004 |         1 |      217 | 19:34:00 |                   |                         |                                           |         27 |             31 | 27-31  | HAMBY,HAYDEN      | Commits Foul              | HAMBY,HAYDEN Commits Foul
 3615423 |         1 |      483 | 00:41:00 | MERCIER,AMENCIE    | Commits Foul            | MERCIER,AMENCIE Commits Foul               |         63 |             64 | 63-64  |                    |                         |                                      | 3615423 |         1 |      484 | 00:48:00 |                   |                         |                                           |         63 |             64 | 63-64  | METOYER,KIT       | missed Free Throw         | METOYER,KIT missed Free Throw
 3620084 |         1 |      470 | 03:13:00 |                    |                         |                                            |        104 |             48 | 104-48 | LUCAS,GENESIS      | Turnover                | LUCAS,GENESIS Turnover               | 3620084 |         1 |      471 | 10:38:00 |                   |                         |                                           |        104 |             48 | 104-48 | BEVERLY,CANDICE   | missed Free Throw         | BEVERLY,CANDICE missed Free Throw
 3620484 |         1 |      203 | 00:00:00 |                    |                         |                                            |         30 |             34 | 30-34  | BOLDEN,BREANNA     | Leaves Game             | BOLDEN,BREANNA Leaves Game           | 3620484 |         1 |      204 | 19:47:00 | WILLIAMS,BRIANA   | Commits Foul            | WILLIAMS,BRIANA Commits Foul              |         30 |             34 | 30-34  |                   |                           | 
(62 rows)

