year	year_id	team_id	team_name	jersey_number	player_id	player_name	player_url	height	class_year	games_played	games_started
2015	12100	77	BYU	2	1417611.0	Heninger, Carson	http://stats.ncaa.org/player?game_sport_year_ctl_id=12100&stats_player_seq=1417611.0	6-5	Jr	21	0
2015	12100	77	BYU	14	1640865.0	Hutchins, Tyler	http://stats.ncaa.org/player?game_sport_year_ctl_id=12100&stats_player_seq=1640865.0	6-4	Jr	5	0
2015	12100	77	BYU	1	1527704.0	Jarman, Price	http://stats.ncaa.org/player?game_sport_year_ctl_id=12100&stats_player_seq=1527704.0	6-8	Fr	38	0
2015	12100	77	BYU	10	1527705.0	Langlois, Jake	http://stats.ncaa.org/player?game_sport_year_ctl_id=12100&stats_player_seq=1527705.0	6-10	So	77	0
2015	12100	77	BYU	5	1527706.0	Meretev, Kiril	http://stats.ncaa.org/player?game_sport_year_ctl_id=12100&stats_player_seq=1527706.0	6-8	So	53	0
2015	12100	77	BYU	12	1303550.0	Reyes, Jaylen	http://stats.ncaa.org/player?game_sport_year_ctl_id=12100&stats_player_seq=1303550.0	6-1	Sr	100	0
2015	12100	77	BYU	6	1191622.0	Rivera, Josue	http://stats.ncaa.org/player?game_sport_year_ctl_id=12100&stats_player_seq=1191622.0	6-3	Sr	28	0
2015	12100	77	BYU	21		Rupert, Christian		6-7	Fr	0	0
2015	12100	77	BYU	15	1640867.0	Sander, Brenden	http://stats.ncaa.org/player?game_sport_year_ctl_id=12100&stats_player_seq=1640867.0	6-4	Fr	72	0
2015	12100	77	BYU	8	1640868.0	Sikes, Erik	http://stats.ncaa.org/player?game_sport_year_ctl_id=12100&stats_player_seq=1640868.0	6-1	Fr	10	0
2015	12100	77	BYU	18	1417613.0	Sutton, Robbie	http://stats.ncaa.org/player?game_sport_year_ctl_id=12100&stats_player_seq=1417613.0	6-6	Jr	67	0
2015	12100	77	BYU	11	1417617.0	Underwood, Matt	http://stats.ncaa.org/player?game_sport_year_ctl_id=12100&stats_player_seq=1417617.0	6-6	Jr	74	0
2015	12100	101	CSUN	2	1417220.0	Alegrado, Nick	http://stats.ncaa.org/player?game_sport_year_ctl_id=12100&stats_player_seq=1417220.0	5-8	So	85	0
2015	12100	101	CSUN	18	1638232.0	Byers, Josiah	http://stats.ncaa.org/player?game_sport_year_ctl_id=12100&stats_player_seq=1638232.0	6-8	Fr	64	0
2015	12100	101	CSUN	19		Chance, Eric		6-8	Fr	0	0
2015	12100	101	CSUN	5	1527827.0	Ciesla, Jakub	http://stats.ncaa.org/player?game_sport_year_ctl_id=12100&stats_player_seq=1527827.0	6-6	So	74	0
2015	12100	101	CSUN	17	1191486.0	Faulkner, Greg	http://stats.ncaa.org/player?game_sport_year_ctl_id=12100&stats_player_seq=1191486.0	6-7	Sr	105	0
2015	12100	101	CSUN	12	1638241.0	Greene, Jr., Arvis	http://stats.ncaa.org/player?game_sport_year_ctl_id=12100&stats_player_seq=1638241.0	6-6	Fr	50	0
2015	12100	101	CSUN	11	1417224.0	Holt, Sam	http://stats.ncaa.org/player?game_sport_year_ctl_id=12100&stats_player_seq=1417224.0	6-7	Jr	68	0
2015	12100	101	CSUN	21		Horita, Michael		6-0	Fr	0	0
2015	12100	101	CSUN	9		Karlsson, Jakub		6-4	Fr	0	0
2015	12100	101	CSUN	4	1527826.0	Lenore, Damani	http://stats.ncaa.org/player?game_sport_year_ctl_id=12100&stats_player_seq=1527826.0	6-3	So	51	0
2015	12100	101	CSUN	14	1417227.0	Ma'ia'i, Leni	http://stats.ncaa.org/player?game_sport_year_ctl_id=12100&stats_player_seq=1417227.0	6-9	Jr	0	0
2015	12100	101	CSUN	15	1316124.0	Magorien, Travis	http://stats.ncaa.org/player?game_sport_year_ctl_id=12100&stats_player_seq=1316124.0	6-5	Sr	95	0
2015	12100	101	CSUN	16	1417226.0	O'Gorman, Brian	http://stats.ncaa.org/player?game_sport_year_ctl_id=12100&stats_player_seq=1417226.0	6-10	Jr	56	0
2015	12100	101	CSUN	10	1527828.0	Peachey, John	http://stats.ncaa.org/player?game_sport_year_ctl_id=12100&stats_player_seq=1527828.0	6-6	So	28	0
2015	12100	101	CSUN	3	1527825.0	Sakaida, Bradley	http://stats.ncaa.org/player?game_sport_year_ctl_id=12100&stats_player_seq=1527825.0	6-2	So	104	0
2015	12100	101	CSUN	7	1638243.0	Starkey, Dan	http://stats.ncaa.org/player?game_sport_year_ctl_id=12100&stats_player_seq=1638243.0	6-3	Jr	25	0
2015	12100	101	CSUN	8	1299905.0	Stevenson, Kyle	http://stats.ncaa.org/player?game_sport_year_ctl_id=12100&stats_player_seq=1299905.0	6-5	Sr	77	0
2015	12100	101	CSUN	6	1638229.0	Suarez, CJ	http://stats.ncaa.org/player?game_sport_year_ctl_id=12100&stats_player_seq=1638229.0	5-10	Fr	90	0
2015	12100	101	CSUN	1	1638214.0	Theisen, Mitch	http://stats.ncaa.org/player?game_sport_year_ctl_id=12100&stats_player_seq=1638214.0	6-0	Fr	70	0
2015	12100	101	CSUN	20		Toth, Justin		6-10	Fr	0	0
2015	12100	30051	King (TN)	9	1528041.0	Besson, Adrian	http://stats.ncaa.org/player?game_sport_year_ctl_id=12100&stats_player_seq=1528041.0	6-4	Fr	54	0
2015	12100	30051	King (TN)	13	1638192.0	Brown, Stephen	http://stats.ncaa.org/player?game_sport_year_ctl_id=12100&stats_player_seq=1638192.0	6-4	Sr	89	0
2015	12100	30051	King (TN)	11	1300181.0	Casner, Mason	http://stats.ncaa.org/player?game_sport_year_ctl_id=12100&stats_player_seq=1300181.0	6-8	Sr	74	0
2015	12100	30051	King (TN)	3	1428152.0	DeLong, Matthew	http://stats.ncaa.org/player?game_sport_year_ctl_id=12100&stats_player_seq=1428152.0	6-5	Jr	47	0
2015	12100	30051	King (TN)	12	1670913.0	DeLong, Ryan	http://stats.ncaa.org/player?game_sport_year_ctl_id=12100&stats_player_seq=1670913.0	-	N/A	5	0
2015	12100	30051	King (TN)	7	1638191.0	Drooker, Nick	http://stats.ncaa.org/player?game_sport_year_ctl_id=12100&stats_player_seq=1638191.0	6-2	Fr	98	0
2015	12100	30051	King (TN)	14	1528042.0	Gerber, Chris	http://stats.ncaa.org/player?game_sport_year_ctl_id=12100&stats_player_seq=1528042.0	6-6	So	10	0
2015	12100	30051	King (TN)	6	1638190.0	Luhmann, Seth	http://stats.ncaa.org/player?game_sport_year_ctl_id=12100&stats_player_seq=1638190.0	6-3	Fr	75	0
2015	12100	30051	King (TN)	21	1428158.0	Lychock, Matthew	http://stats.ncaa.org/player?game_sport_year_ctl_id=12100&stats_player_seq=1428158.0	6-5	Jr	78	0
2015	12100	30051	King (TN)	8	1428155.0	Moushikhian, Eddie	http://stats.ncaa.org/player?game_sport_year_ctl_id=12100&stats_player_seq=1428155.0	6-0	Jr	86	0
2015	12100	30051	King (TN)	1	1428153.0	Serowski, Nick	http://stats.ncaa.org/player?game_sport_year_ctl_id=12100&stats_player_seq=1428153.0	6-6	So	92	0
2015	12100	30051	King (TN)	5	1638189.0	Sprayberry, Jeff	http://stats.ncaa.org/player?game_sport_year_ctl_id=12100&stats_player_seq=1638189.0	6-5	Fr	53	0
2015	12100	30051	King (TN)	17	1528044.0	Veli, Nathan	http://stats.ncaa.org/player?game_sport_year_ctl_id=12100&stats_player_seq=1528044.0	5-10	So	69	0
2015	12100	30051	King (TN)	2	1528038.0	Wellmann, Chandler	http://stats.ncaa.org/player?game_sport_year_ctl_id=12100&stats_player_seq=1528038.0	5-11	So	103	0
2015	12100	109	UC Irvine	19	1316130.0	Agopian, Jason	http://stats.ncaa.org/player?game_sport_year_ctl_id=12100&stats_player_seq=1316130.0	6-7	Jr	121	0
2015	12100	109	UC Irvine	1	1423026.0	Benz, Andrew	http://stats.ncaa.org/player?game_sport_year_ctl_id=12100&stats_player_seq=1423026.0	6-5	So	117	0
2015	12100	109	UC Irvine	8	1307717.0	Brinkley, Michael	http://stats.ncaa.org/player?game_sport_year_ctl_id=12100&stats_player_seq=1307717.0	5-10	Sr	109	0
2015	12100	109	UC Irvine	10	1529860.0	Dominquez, Reid	http://stats.ncaa.org/player?game_sport_year_ctl_id=12100&stats_player_seq=1529860.0	6-5	Fr	36	0
2015	12100	109	UC Irvine	2	1529858.0	Frazzoni, Roberto	http://stats.ncaa.org/player?game_sport_year_ctl_id=12100&stats_player_seq=1529858.0	6-2	Sr	52	0
2015	12100	109	UC Irvine	9	1423028.0	Friedman, Phillip	http://stats.ncaa.org/player?game_sport_year_ctl_id=12100&stats_player_seq=1423028.0	6-4	So	8	0
2015	12100	109	UC Irvine	3	1529859.0	Hershko, Tamir	http://stats.ncaa.org/player?game_sport_year_ctl_id=12100&stats_player_seq=1529859.0	6-6	So	117	0
2015	12100	109	UC Irvine	20	1641152.0	Hodges, Thomas	http://stats.ncaa.org/player?game_sport_year_ctl_id=12100&stats_player_seq=1641152.0	6-4	So	20	0
2015	12100	109	UC Irvine	12	1423029.0	Hoffman, Dillon	http://stats.ncaa.org/player?game_sport_year_ctl_id=12100&stats_player_seq=1423029.0	6-1	So	23	0
2015	12100	109	UC Irvine	17	1307718.0	La Cavera, Zack	http://stats.ncaa.org/player?game_sport_year_ctl_id=12100&stats_player_seq=1307718.0	6-4	Sr	118	0
2015	12100	109	UC Irvine	11		Parker, David		6-1	Fr	0	0
2015	12100	109	UC Irvine	6		Pikula, Tucker		6-1	Fr	0	0
2015	12100	109	UC Irvine	13	1641151.0	Ross, Marty	http://stats.ncaa.org/player?game_sport_year_ctl_id=12100&stats_player_seq=1641151.0	6-10	Jr	11	0
2015	12100	109	UC Irvine	15	1316129.0	Russell, Kyle	http://stats.ncaa.org/player?game_sport_year_ctl_id=12100&stats_player_seq=1316129.0	6-8	Jr	88	0
2015	12100	109	UC Irvine	5	1423027.0	Saeta, Michael	http://stats.ncaa.org/player?game_sport_year_ctl_id=12100&stats_player_seq=1423027.0	6-5	So	113	0
2015	12100	109	UC Irvine	14	1529862.0	Sebastian, Ben	http://stats.ncaa.org/player?game_sport_year_ctl_id=12100&stats_player_seq=1529862.0	6-7	Fr	2	0
2015	12100	109	UC Irvine	4	1307719.0	Woloson, Travis	http://stats.ncaa.org/player?game_sport_year_ctl_id=12100&stats_player_seq=1307719.0	6-4	Sr	102	0
2015	12100	30136	Lindenwood (MO)	20	1421968.0	Bequette, Zach	http://stats.ncaa.org/player?game_sport_year_ctl_id=12100&stats_player_seq=1421968.0	6-6	Sr	46	0
2015	12100	30136	Lindenwood (MO)	22	1639816.0	Chard, Michael	http://stats.ncaa.org/player?game_sport_year_ctl_id=12100&stats_player_seq=1639816.0	6-5	Fr	10	0
2015	12100	30136	Lindenwood (MO)	9	1305253.0	Cruz, Thomas	http://stats.ncaa.org/player?game_sport_year_ctl_id=12100&stats_player_seq=1305253.0	6-5	Sr	50	0
2015	12100	30136	Lindenwood (MO)	10	1528884.0	Duckworth, Jake	http://stats.ncaa.org/player?game_sport_year_ctl_id=12100&stats_player_seq=1528884.0	6-5	So	87	0
2015	12100	30136	Lindenwood (MO)	23	1421970.0	Hackworth, Colin	http://stats.ncaa.org/player?game_sport_year_ctl_id=12100&stats_player_seq=1421970.0	6-9	Sr	89	0
2015	12100	30136	Lindenwood (MO)	3	1528882.0	Harris, Mike	http://stats.ncaa.org/player?game_sport_year_ctl_id=12100&stats_player_seq=1528882.0	6-1	So	3	0
2015	12100	30136	Lindenwood (MO)	16	1305255.0	Jarus, Logan	http://stats.ncaa.org/player?game_sport_year_ctl_id=12100&stats_player_seq=1305255.0	6-6	Sr	86	0
2015	12100	30136	Lindenwood (MO)	2	1639817.0	Kafka, Tim	http://stats.ncaa.org/player?game_sport_year_ctl_id=12100&stats_player_seq=1639817.0	6-5	Fr	6	0
2015	12100	30136	Lindenwood (MO)	15	1528887.0	Keough, Brian	http://stats.ncaa.org/player?game_sport_year_ctl_id=12100&stats_player_seq=1528887.0	6-6	So	2	0
2015	12100	30136	Lindenwood (MO)	4	1421962.0	Kleffner, Ted	http://stats.ncaa.org/player?game_sport_year_ctl_id=12100&stats_player_seq=1421962.0	6-5	Sr	7	0
2015	12100	30136	Lindenwood (MO)	13	1528885.0	Koppel, Blake	http://stats.ncaa.org/player?game_sport_year_ctl_id=12100&stats_player_seq=1528885.0	6-6	So	2	0
2015	12100	30136	Lindenwood (MO)	8	1639822.0	Metcalfe, Connor	http://stats.ncaa.org/player?game_sport_year_ctl_id=12100&stats_player_seq=1639822.0	6-4	Sr	54	0
2015	12100	30136	Lindenwood (MO)	12	1421966.0	Moore, Ryan	http://stats.ncaa.org/player?game_sport_year_ctl_id=12100&stats_player_seq=1421966.0	6-5	So	4	0
2015	12100	30136	Lindenwood (MO)	5	1528883.0	Ohta, Mason	http://stats.ncaa.org/player?game_sport_year_ctl_id=12100&stats_player_seq=1528883.0	5-7	Fr	40	0
2015	12100	30136	Lindenwood (MO)	21	1421969.0	Overby, Kyle	http://stats.ncaa.org/player?game_sport_year_ctl_id=12100&stats_player_seq=1421969.0	6-6	Sr	86	0
2015	12100	30136	Lindenwood (MO)	11	1639821.0	Seghezzi, Roman	http://stats.ncaa.org/player?game_sport_year_ctl_id=12100&stats_player_seq=1639821.0	6-4	Jr	46	0
2015	12100	30136	Lindenwood (MO)	6		Staples, Karsten		6-7	Fr	0	0
2015	12100	30136	Lindenwood (MO)	14	1639820.0	Van Dellen, Nathan	http://stats.ncaa.org/player?game_sport_year_ctl_id=12100&stats_player_seq=1639820.0	6-3	Fr	11	0
2015	12100	30136	Lindenwood (MO)	1	1639818.0	Vorderer, Ryan	http://stats.ncaa.org/player?game_sport_year_ctl_id=12100&stats_player_seq=1639818.0	6-4	Fr	52	0
2015	12100	1245	Mount Olive	21	1651241.0	Bregaglio, Gustavo	http://stats.ncaa.org/player?game_sport_year_ctl_id=12100&stats_player_seq=1651241.0	6-7	Fr	2	0
2015	12100	1245	Mount Olive	5	1534705.0	Donahue, Josh	http://stats.ncaa.org/player?game_sport_year_ctl_id=12100&stats_player_seq=1534705.0	5-10	So	89	0
2015	12100	1245	Mount Olive	1	1308370.0	Fraga Leal, Victor	http://stats.ncaa.org/player?game_sport_year_ctl_id=12100&stats_player_seq=1308370.0	6-2	Sr	45	0
2015	12100	1245	Mount Olive	23	1649094.0	Hollevoet, Kian	http://stats.ncaa.org/player?game_sport_year_ctl_id=12100&stats_player_seq=1649094.0	6-5	Fr	64	0
2015	12100	1245	Mount Olive	7	1535964.0	Hollingsworth, Kellan	http://stats.ncaa.org/player?game_sport_year_ctl_id=12100&stats_player_seq=1535964.0	6-0	So	3	0
2015	12100	1245	Mount Olive	6	1535960.0	Mann, Mike	http://stats.ncaa.org/player?game_sport_year_ctl_id=12100&stats_player_seq=1535960.0	6-4	Jr	71	0
2015	12100	1245	Mount Olive	13	1535961.0	Marin, Keaton	http://stats.ncaa.org/player?game_sport_year_ctl_id=12100&stats_player_seq=1535961.0	5-10	Jr	11	0
2015	12100	1245	Mount Olive	9	1650852.0	Marin, Quaid	http://stats.ncaa.org/player?game_sport_year_ctl_id=12100&stats_player_seq=1650852.0	6-3	Sr	10	0
2015	12100	1245	Mount Olive	24	1534702.0	Palmatier, Alex	http://stats.ncaa.org/player?game_sport_year_ctl_id=12100&stats_player_seq=1534702.0	6-8	So	41	0
2015	12100	1245	Mount Olive	10	1649093.0	Poole, Robert	http://stats.ncaa.org/player?game_sport_year_ctl_id=12100&stats_player_seq=1649093.0	6-8	Fr	50	0
2015	12100	1245	Mount Olive	14	1649096.0	Rutledge, Bret	http://stats.ncaa.org/player?game_sport_year_ctl_id=12100&stats_player_seq=1649096.0	6-6	Fr	65	0
2015	12100	1245	Mount Olive	44	1649312.0	Saska, Nate	http://stats.ncaa.org/player?game_sport_year_ctl_id=12100&stats_player_seq=1649312.0	6-7	Fr	5	0
2015	12100	1245	Mount Olive	88	1649095.0	Schirman, Peyton	http://stats.ncaa.org/player?game_sport_year_ctl_id=12100&stats_player_seq=1649095.0	6-5	Fr	74	0
2015	12100	1245	Mount Olive	11	1535963.0	Sydow, Andrew	http://stats.ncaa.org/player?game_sport_year_ctl_id=12100&stats_player_seq=1535963.0	6-6	So	94	0
2015	12100	1245	Mount Olive	4	1429215.0	Thomas, Ryan	http://stats.ncaa.org/player?game_sport_year_ctl_id=12100&stats_player_seq=1429215.0	6-0	Jr	24	0
2015	12100	1245	Mount Olive	2	1534701.0	Yanez, Tyler	http://stats.ncaa.org/player?game_sport_year_ctl_id=12100&stats_player_seq=1534701.0	6-2	Sr	94	0
2015	12100	1245	Mount Olive	20	1649098.0	Yasalonis, Jeff	http://stats.ncaa.org/player?game_sport_year_ctl_id=12100&stats_player_seq=1649098.0	6-5	Fr	6	0
2015	12100	1245	Mount Olive	18	1649097.0	Zamudio, Victor	http://stats.ncaa.org/player?game_sport_year_ctl_id=12100&stats_player_seq=1649097.0	6-3	Fr	13	0
2015	12100	30193	Emmanuel (GA)	5	1543947.0	Barbosa, Alex	http://stats.ncaa.org/player?game_sport_year_ctl_id=12100&stats_player_seq=1543947.0	6-4	Jr	77	0
2015	12100	30193	Emmanuel (GA)	3	1544733.0	Basson, Peter-Daniel	http://stats.ncaa.org/player?game_sport_year_ctl_id=12100&stats_player_seq=1544733.0	6-3	Jr	58	0
2015	12100	30193	Emmanuel (GA)	08	1649309.0	Diaz, Stephen	http://stats.ncaa.org/player?game_sport_year_ctl_id=12100&stats_player_seq=1649309.0	5-4	So	74	0
2015	12100	30193	Emmanuel (GA)	17	1654211.0	Fernandez, Zach	http://stats.ncaa.org/player?game_sport_year_ctl_id=12100&stats_player_seq=1654211.0	-	N/A	23	0
2015	12100	30193	Emmanuel (GA)	1	1537939.0	Fountain, Luke	http://stats.ncaa.org/player?game_sport_year_ctl_id=12100&stats_player_seq=1537939.0	6-5	Jr	76	0
2015	12100	30193	Emmanuel (GA)	10	1537944.0	Funk, Jordan	http://stats.ncaa.org/player?game_sport_year_ctl_id=12100&stats_player_seq=1537944.0	5-11	Jr	48	0
2015	12100	30193	Emmanuel (GA)	7	1537943.0	Larach, Enrique	http://stats.ncaa.org/player?game_sport_year_ctl_id=12100&stats_player_seq=1537943.0	6-0	So	35	0
2015	12100	30193	Emmanuel (GA)	15	1653947.0	Loudermilk, Daniel	http://stats.ncaa.org/player?game_sport_year_ctl_id=12100&stats_player_seq=1653947.0	6-6	So	8	0
2015	12100	30193	Emmanuel (GA)	4	1537941.0	McKnight, Meshach	http://stats.ncaa.org/player?game_sport_year_ctl_id=12100&stats_player_seq=1537941.0	6-1	Jr	71	0
2015	12100	30193	Emmanuel (GA)	9	1653946.0	Miller, Lance	http://stats.ncaa.org/player?game_sport_year_ctl_id=12100&stats_player_seq=1653946.0	6-0	Jr	7	0
2015	12100	30193	Emmanuel (GA)	12	1537946.0	Nelson, Nikolas	http://stats.ncaa.org/player?game_sport_year_ctl_id=12100&stats_player_seq=1537946.0	6-5	Jr	80	0
2015	12100	30193	Emmanuel (GA)	11	1537945.0	Peruyero, Steven	http://stats.ncaa.org/player?game_sport_year_ctl_id=12100&stats_player_seq=1537945.0	6-6	So	75	0
2015	12100	30193	Emmanuel (GA)	14	1669561.0	Sivak, Alex	http://stats.ncaa.org/player?game_sport_year_ctl_id=12100&stats_player_seq=1669561.0	-	N/A	2	0
2015	12100	13302	Lees-McRae	10	1422460.0	Blecher, Drew	http://stats.ncaa.org/player?game_sport_year_ctl_id=12100&stats_player_seq=1422460.0	6-3	Jr	74	0
2015	12100	13302	Lees-McRae	13	1534666.0	Freitas, Keenan	http://stats.ncaa.org/player?game_sport_year_ctl_id=12100&stats_player_seq=1534666.0	5-11	So	75	0
2015	12100	13302	Lees-McRae	5	1534667.0	Klaas, Rudy	http://stats.ncaa.org/player?game_sport_year_ctl_id=12100&stats_player_seq=1534667.0	6-1	So	76	0
2015	12100	13302	Lees-McRae	26	1422461.0	Markle, Brady	http://stats.ncaa.org/player?game_sport_year_ctl_id=12100&stats_player_seq=1422461.0	6-5	Jr	75	0
2015	12100	13302	Lees-McRae	17	1655296.0	Peach, Tyler	http://stats.ncaa.org/player?game_sport_year_ctl_id=12100&stats_player_seq=1655296.0	6-1	Fr	2	0
2015	12100	13302	Lees-McRae	12	1534668.0	Rivera, Gabriel	http://stats.ncaa.org/player?game_sport_year_ctl_id=12100&stats_player_seq=1534668.0	6-2	So	53	0
2015	12100	13302	Lees-McRae	2	1534669.0	Shayka, Mark	http://stats.ncaa.org/player?game_sport_year_ctl_id=12100&stats_player_seq=1534669.0	6-1	So	73	0
2015	12100	13302	Lees-McRae	8	1534670.0	Sobel, John	http://stats.ncaa.org/player?game_sport_year_ctl_id=12100&stats_player_seq=1534670.0	6-5	So	76	0
2015	12100	542	Pfeiffer	7	1533307.0	Blair, Evan	http://stats.ncaa.org/player?game_sport_year_ctl_id=12100&stats_player_seq=1533307.0	6-5	So	87	0
2015	12100	542	Pfeiffer	2	1533308.0	Brewer, Michael	http://stats.ncaa.org/player?game_sport_year_ctl_id=12100&stats_player_seq=1533308.0	6-1	Sr	71	0
2015	12100	542	Pfeiffer	5	1426579.0	Diniz, Fabio	http://stats.ncaa.org/player?game_sport_year_ctl_id=12100&stats_player_seq=1426579.0	6-5	Jr	88	0
2015	12100	542	Pfeiffer	1	1416605.0	Ecklund, Kevin	http://stats.ncaa.org/player?game_sport_year_ctl_id=12100&stats_player_seq=1416605.0	5-10	Jr	88	0
